highlights,no_ratings,prod_desc,product_name,product_price,product_rating,tech_details,brand
"Stylish and durable design ensures convenience and safety while offering efficient and innovative features,Warranty: 2 years on product, 10 years on motor,6 Motion DD: will move the drum in different directions for optimal fabric care,Inverter Direct Drive Motor has better wash performance, letting you wash a variety of fabrics more efficiently and with less damage,Heater : Warm water can dissolve detergent more easily and increase the washing performance.,Smart Diagnosis helps diagnose and troubleshoot mechanical issues, limiting costly and inconvenient service visits,Jet Spray: During rinse cycle, clean water directly sprays on clothes through Jet Spray Nozzle",,,"LG 18 kg Inverter Wi-Fi Fully-Automatic Top Loading Washing Machine (T1282WFDSD, Black STS)",,,"Brand,LG,Model,T1282WFDSD,Capacity,18 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Wi-fi, In built heater, Inverter,Colour,Black STS,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Steel,Included Components,Machine, Hose, Owners Manual and Service Manual,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic front-loading washing machine with best wash quality, energy and water efficient,Capacity 7 kg: Suitable for families with 3 to 4 members,Warranty: 2 Years comprehensive & 10 Years on Motor*,Wash programs: Cotton, baby care, delicate, wool, quick 30, Rinse + Spin, Duvet, Gentle Care & Stain Care,Included in the box:1 washing machine Unit,1 Hose Unit, 1 Owner’s manual Unit,1 service manual unit,1000 rpm: Higher spin speeds helps in faster drying,Special features: chrome door ,touch panel, Slim size, 6 motion DD, crease care, Jog Dial, child lock, Tub Clean, Smart DiagnosisSystem, baby care, Allergy Care, Fuzzy Logic & pre wash,Easy returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided,Country of Origin: India",10.00,"Tough on Tough Stains ,No Belt & Pulley Involved ,Germ Free- Allergen Free ,Download New Wash Programs ,Goodbye Stains ,Save Time & Money ,Foolproof Waterproof ,Keep Settings Safe ,It’s Rust Proof. It’s Durable ","LG 7 kg Inverter Fully-Automatic Front Loading Washing Machine (FHT1007SNW.ABWPEIL, Blue and White, Inbuilt Heater)",35590.00,4.6,"Brand,LG,Model,FHT1007SNW,Capacity,7 Kilograms,Installation Type,Free Standing,	Part Number	,8806098286744,Form Factor,Front-Loading,Special Features,Wi-fi, In built heater, Inverter,Colour,Blue and White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit OT hose, 1 unit of QRG, 1 unit of user manual,Batteries Included,No,Batteries Required,No, , ",LG
"Fully Automatic Top-Loading : Affordable with great wash quality, Easy to use,Capacity 10 kg : Suitable for large families,Manufacturer Warranty : 2 years on product, 10 years on motor,Wash Programs : 8 - Customized for your specific needs,Included in Box : 1 Washing Machine Unit,1 Hose Unit, 1 Owners manual Unit,1 Service Manual Unit,Special Features : TurboDrum , Jet Spray+ , Smart Closing Door , Smart Diagnosis,Country of Origin: India",2.00,"TurboDrum™ ,Jet Spray +  ,Smart Closing Door ,Smart Diagnosis™ ,Tub Clean ,PUNCH+ 3 ,Auto Restart ,Stainless Steel Drum ,Child Lock ","LG 10 Kg Inverter Fully-Automatic Top Loading Washing Machine (T2077NEDL5, STS-VCM)",33490.00,4,"Brand,LG,Model,T2077NEDL5,Capacity,10 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,STS-VCM,Control Console,Fully Automatic,Access Location,Top Load,Voltage,230 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 6.5 kg,4 wash programs,Warranty: 2 years on product, 10 years on motor,Smart Inverter is an energy saving technology that eliminates wasted operation by efficiently controlling energy use,Smart Motion, combined with TurboDrum and precise Smart Inverter control, upgrades the way of washing and provides better performance,Jet Spray+ Hands-Free Wash,Smart Diagnosis: A diagnosis can then be made resulting in less time wasted, less inconvenience and unnecessary visits,Smart Closing Door,2 Years Comprehensive and 10 years on Motor,Country of Origin: India",9.00,"Corrosion Resistance ,TurboDrum™ ,PUNCH+ 3 , Jet Spray + ,Smart Diagnosis™ ,Smart Closing Door ,Auto Restart ,Stainless Steel Drum ","LG 6.5 Kg Inverter Fully-Automatic Top Loading Washing Machine (T7577NDDL8, Floral Red)",,3.6,"Brand,LG,Model,T7577NDDL8,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Floral Red,Control Console,Fully Automatic,Access Location,Top Load,Voltage,230 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Required,No, , ",LG
"Fully-automatic front-loading washing machine with best wash quality, energy and water efficient,Capacity 7 kg: Suitable for families with 3 to 5 members,Warranty: 2 Years comprehensive & 10 Years on Motor*,Wash programs: Cotton, baby care, Delicate, Wool, Rinse + spin, duvet, gentle care, allergy care, duvet, sports wear, quick 30 program & stain care,Included in the box:1 washing machine Unit,1 Hose Unit, 1 Owner’s manual Unit,1 service manual unit,1200 rpm: Higher spin speeds helps in faster drying,Special features: SmartThinQwith Wi-Fi, chrome door ,touch panel, Slim size, 6 motion DD, crease care, Jog Dial, child lock, Tub Clean, Smart DiagnosisSystem, Fuzzy Logic & pre wash,Easy returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided,Country of Origin: India",77.00,"Tough on Tough Stains ,No Belt & Pulley Involved ,Germ Free- Allergen Free ,Operate from Anywhere ,Save Time & Water ,Goodbye Stains ,Save Time & Money ,Foolproof Waterproof ,Keep Settings Safe ","LG 7 kg Inverter Fully-Automatic Front Loading Washing Machine (FHT1207SWL.ALSPEIL, Silver, Inbuilt Heater)",37000.00,4.1,"Brand,LG,Model,FHT1207SWL,Capacity,7 Kilograms,Installation Type,Free Standing,	Part Number	,8806098286829,Form Factor,Front-Loading,Special Features,Wi-fi, In built heater, Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit OT hose, 1 unit of QRG, 1 unit of user manual,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 6.5 kg,4 wash programs,Warranty: 2 years on product, 10 years on motor,Smart Inverter is an energy saving technology that eliminates wasted operation by efficiently controlling energy use,Smart Motion, combined with TurboDrum and precise Smart Inverter control, upgrades the way of washing and provides better performance,Jet Spray+ Hands-Free Wash,Smart Diagnosis: A diagnosis can then be made resulting in less time wasted, less inconvenience and unnecessary visits,Smart Closing Door,2 Years Comprehensive and 10 years on Motor,Country of Origin: India",3.00,"Smart Diagnosis™ ,Corrosion Resistance ,TurboDrum™ ,PUNCH+ 3 ,Jet Spray + ,Stainless Steel Drum ,Smart Closing Door ,Auto Restart ","LG 6.5 Kg Inverter Fully-Automatic Top Loading Washing Machine (T7577NDDLK, Black Knight)",22490.00,4.2,"Brand,LG,Model,T7577NDDLK,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Black Knight,Control Console,Fully Automatic,Access Location,Top Load,Voltage,230 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic front-loading washing machine with best wash quality, energy and water efficient,Capacity 8 kg: Suitable for families with 5 to 8 members,Warranty: 2 Years comprehensive & 10 Years on Motor*,Wash programs: Cotton, baby steam care, delicate, wool, rinse + spin, duvet, gentle care, allergy care, duvet, sports wear, quick 30 program & stain care,Included in the box:1 washing machine Unit,1 Hose Unit, 1 Owner’s manual Unit,1 service manual unit,1200 rpm: Higher spin speeds helps in faster drying,Special features: SmartThinQwith Wi-Fi, chrome door ,touch panel, Slim size, 6 motion DD, crease care, Jog Dial, child lock, Tub Clean, Smart DiagnosisSystem, Fuzzy Logic & pre wash,Easy returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided,Country of Origin: India",45.00,"6 Motion Control Technology ,  ,  ,  ,  ,  ,  ,  ,  ","LG 8 kg Inverter Fully-Automatic Front Loading Washing Machine (FHT1208SWW, White, Inbuilt Heater)",37667.00,4.3,"Brand,LG,Model,FHT1208SWW,Capacity,8 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Wi-fi, In built heater, Inverter,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit OT hose, 1 unit of QRG, 1 unit of user manual,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top load washing machine: Affordable with great wash quality, Easy to use,Capacity 10 kg :Suitable for families with 5 or more members,Warranty: 2 years on product, 10 years on motor,700 rpm: Higher the spin speed, faster the drying time,Special Features: 6 motion DD,Special Features: Heater (steam) and Wifi,STS pulsator,Smart diagnosis,Country of Origin: Thailand",23.00,"Compact Design, Big Capacity ,Tough on Tough Stains ,No Belt & Pulley Involved ,Germ Free- Allergen Free ,It's Rust Proof. It's Durable , Operate from Anywhere ,Save Water & Time ,Safe. Smooth. Convenient. ,Save Time & Money ,For Hygienic Washing ,Keep Settings Safe ","LG 10.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T1084WFES5A, Stainless Steel, Inbuilt Heater)",,3.9,"Brand,LG,Model,T1084WFES5A,Capacity,10 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Wi-fi, In built heater, Inverter,Colour,Stainless Steel,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic front-loading washing machine; 8 kg,Warranty: 2 years on product, 10 years on motor,The direct drive motor that powers our washing machines is super reliable and really quiet,Optimal wash for fabrics with 6 motion dd,Save energy, save time with lg eco hybrid dryer,Allergens reduced with true steam,Washer and dryer in one,Full touch control",4.00,,"LG 8 Kg/5 Kg Inverter Wi-Fi Washer Dryer (F4J7THP2S, Luxury Silver)",54900.00,2.8,"Brand,LG,Model,F4J7THP2S,Capacity,8 Kilograms,Installation Type,Free Standing,	Part Number	,12470,Form Factor,Front-Loading,Special Features,Inverter, wifi_control,Colour,Luxury Silver,Control Console,Fully Automatic,Access Location,Front Load,Voltage,230 Volts,Material,Steel,Included Components,1 Unit of Machine, 1 Unit of  Hose,1 unit of Owners manual,1 Unit of Service Manual,Batteries Included,No,Batteries Required,No, , ",LG
"This product comes ready to use and does NOT require installation or demo. All product features are presented in the user manual that comes with the product.,Semi-automatic top-loading washing machine,Capacity 14 kg: Suitable for Large families,Warranty: 2 years,3 Wash Programs;,Plastic body with transparent top; Soak and Air Dry features,Country of Origin: India",9.00,,"LG 14.0 kg Semi-Automatic Top Loading Washing Machine (P1860RWN5, Light Gray)",27990.00,4.3,"Brand,LG,Model,P1860RWN5,Capacity,14 Kilograms,Installation Type,Free Standing,	Part Number	,8806084674883,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Light Gray,Control Console,Semi Automatic,Access Location,Top Load,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic front-loading washing machine with best wash quality, energy and water efficient,Total Capacity: 12/8kg (Main Wash - TWIN Wash Compatible): Suitable for families with 8 to 10 members, TurboDry: Yes,Warranty: 2 Years comprehensive & 10 Years on Motor*,Wash programs: Cotton, baby steam care, delicate, wool, rinse + spin, duvet, gentle care, allergy care, duvet, sports wear, quick 30 program & stain care,Included in the box:1 washing machine Unit,1 Hose Unit, 1 Owner’s manual Unit,1 service manual unit,1400 rpm: Higher spin speeds helps in faster drying,Special features: Smart Convenience with Wi-Fi, chrome door ,touch panel, Slim size, 6 motion DD, crease care, Jog Dial, child lock, turbowash, tub clean, Smart DiagnosisSystem, Eco Hybrid, Fuzzy Logic & pre wash,Easy returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided,Country of Origin: Republic of Korea",4.00,"  ,  ,  ,  ,  ,  ,  ,  ,  ","LG 12 kg Inverter Wi-Fi Fully-Automatic Front Loading Washer Dryer (FH6G1BCHK6N, STS, Inbuilt Heater)",120000.00,2,"Brand,LG,Model,FH6G1BCHK6N,Capacity,12 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Wi-fi, Inverter,Colour,Stainless Steel,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit OT hose, 1 unit of QRG, 1 unit of user manual,Batteries Required,No, , ",LG
"Fully-automatic top load washing machine: Affordable with great wash quality, Easy to use,Capacity 6.2 Kg : Suitable for bachelors & couples,Manufacturer Warranty: 2 years on product and 10 years on motor*T&C,780 rpm: Higher spin speeds helps in faster drying,Wash Programs: Normal, Pre Wash+Normal, Gentle (Wool/Saree), Quick Wash, Strong (Jeans), Tub Clean/Aqua reserve, Favorite,Also included in the box: 1 Washing Machine, 1 Anti Rat cover, 1 Owner’s manual, OT Hose,Drain Hose,QRG,Detergent Powder(200gm Packet),Spl. Feature: Smart Inverter Technology: an energy saving technology and it’s revolutionary water proof motor doesn't corrode and is the most durable one in its league | TurboDrum | Tub Clean : To sterilize the inner and outer tub for preventing unpleasant smell of tub | Smart Cleaning | You can delay your washing with this program upto 3~18 hours | Child Lock | Smart Diagnosis | Punch+ 3 Pulsator | 3-Step Wash | Fuzzy Logic Control | Stainless Steel Inner Tub | Health + Filter | Cold Water inlet | Water level Selection 6 | Memory Backup | Auto Balance System | Window(Glass Type):Black Transparent | Auto Restart| Standby Power Save | Beeper",1071.00,"Smart Inverter Motor ,Long Motor Life ,Most Powerful Washing ,Save Time & Money ,Keep Settings Safe ,Fight Tough Stains ,It's Rust Proof. It's Durable. ,For Hygienic Washing ,Start from where it stopped ","LG 6.2 kg Inverter Fully-Automatic Top Loading Washing Machine ( T7288NDDLG.ASFPEIL, Middle Free Silver)",,4.3,"Brand,LG,Model,T7288NDDLG,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Middle Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Steel,Included Components,Washing Machine, Inlet Hose, Owner's Manual and Spanner,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top load washing machine: Affordable with great wash quality, Easy to use,Capacity 6.2 Kg : Suitable for bachelors & couples,Manufacturer Warranty: 2 years on product and 10 years on motor*T&C,780 rpm: Higher spin speeds helps in faster drying,Wash Programs: Normal, Pre Wash+Normal, Gentle (Wool/Saree), Quick Wash, Strong (Jeans), Tub Clean/Aqua reserve, Favorite,Also included in the box: 1 Washing Machine, 1 Anti Rat cover, 1 Owner’s manual, OT Hose,Drain Hose,QRG,Detergent Powder(200gm Packet),Spl. Feature: Smart Inverter Technology: an energy saving technology and it’s revolutionary water proof motor doesn't corrode and is the most durable one in its league | TurboDrum | Tub Clean : To sterilize the inner and outer tub for preventing unpleasant smell of tub | Smart Cleaning | You can delay your washing with this program upto 3~18 hours | Child Lock | Smart Diagnosis | Punch+ 3 Pulsator | 3-Step Wash | Fuzzy Logic Control | Stainless Steel Inner Tub | Health + Filter | Cold Water inlet | Water level Selection 6 | Memory Backup | Auto Balance System | Window(Glass Type):Black Transparent | Auto Restart| Standby Power Save | Beeper",1071.00,"Smart Inverter Motor ,Long Motor Life ,Most Powerful Washing ,Save Time & Money ,Keep Settings Safe ,Fight Tough Stains ,It's Rust Proof. It's Durable. ,For Hygienic Washing ,Start from where it stopped ","LG 6.2 kg Inverter Fully-Automatic Top Loading Washing Machine ( T7288NDDLG.ASFPEIL, Middle Free Silver)",,4.3,"Brand,LG,Model,T7288NDDLG,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Middle Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Steel,Included Components,Washing Machine, Inlet Hose, Owner's Manual and Spanner,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top load washing machine: Affordable with great wash quality, Easy to use,Capacity 6.5 kg :Suitable for families with 3 to 4 members,Warranty: 2 years on product, 10 years on motor,700 rpm: Higher the spin speed, faster the drying time,Special Features: Smart inverter technology,Special Features: Turbodrum and 3 smart motion,Soft closing door",24.00,"Efficient Durable safe ,Long Motor Life ,Most Powerful Washing ,Fight Tough Stains ,Save Time & Money ,Safe. Smooth. Convenient. ,Start from where it stopped ,It's Rust Proof. It's Durable. ,For Hygienic Washing ","LG 6.5 Kg Fully-Automatic Top Loading Washing Machine (T7581NEDLZ, Blue White)",,3.6,"Brand,LG,Model,T7581NEDLZ.ABWPEIL,Capacity,6.50 Kilograms,Maximum Rotational Speed,700.0,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Blue White,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Steel,Included Components,Washing Machine, Inlet Hose, Owner's Manual and Spanner,Batteries Included,No,Batteries Required,No, , ",LG
"This product comes ready to use and does NOT require installation or demo. All product features are presented in the user manual that comes with the product,Semi-automatic top-loading washing machine; 6.5 kg capacity,2 years on product,Plastic body, Roller jet pulsator, Rat away technology,3 Wash Programs: Gentle, normal and strong",209.00,"   ,   ,   ,  ,  ,  ","LG 6.5 kg Semi-Automatic Top Loading Washing Machine (P7559R3FA, Burgundy)",11490.00,4.4,"Brand,LG,Model,P7559R3FA.ABGPEIL,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Burgundy,Control Console,Semi Automatic,Access Location,Top Load,Batteries Included,No,Batteries Required,No, , ",LG
"This product comes ready to use and does NOT require installation or demo. All product features are presented in the user manual that comes with the product.,Semi-automatic top-loading washing machine,6 kg capacity,3 wash programs,Warranty: 2 years comprehensive warranty on product,2 years on motor,Roller jet pulsator",8.00,,"LG 6 Kg Semi-Automatic Top Loading Washing Machine (P7001R3F, Dark Grey)",9890.00,4.2,"Brand,LG,Model,P7001R3F,Capacity,6 Kilograms,Installation Type,Free Standing,	Part Number	,8806087854688,Form Factor,Top-Loading,Colour,Dark Grey,Control Console,Semi Automatic,Access Location,Top Load,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic front-loading washing machine,Capacity 6 kg: Suitable for bachelors and couples,Warranty: 2 years comprehensive warranty on product,1000 RPM: Higher the spin speed, faster the drying time,Special features: Touch panel and 1000 rpm, 6 motion DD and smart diagnosis,,Easy Returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided,Country of Origin: India",234.00,"Tough on Tough Stains ,No Belt & Pulley Involved ,Goodbye Stains ,Start from where it stopped ,For Non-Allergenic Clothes ,Save Time & Money ,Foolproof Waterproof ,Keep Settings Safe ,It’s Rust Proof. It’s Durable ","LG 6 kg Inverter Fully-Automatic Front Loading Washing Machine (FH0H3NDNL02, White)",26769.00,4.3,"Brand,LG,Model,FH0H3NDNL02,Capacity,6 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Inverter,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit OT hose, 1 unit of QRG, 1 unit of user manual,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 6.2kg, Waterfall Circulation,Warranty: 2 years warranty on product and 10 years on motor,Sapience or spirit look,Smart inverter motor, 3 smart motions with 36 percent more energy savings,Smart diagnosis,Turbo drum,36 percent energy savings,Country of Origin: India",505.00,"Corrosion Resistance ,TurboDrum™ ,Punch + 3 ,Smart Diagnosis™ ,Auto Restart ,Stainless Steel Drum ,Tub Clean ,Child Lock ","LG 6.2 kg Inverter Fully-Automatic Top Loading Washing Machine (T7269NDDL, Blue and White)",,4.2,"Brand,LG,Model,T7269NDDL,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Blue and White,Control Console,Fully Automatic,Access Location,Top Load,Voltage,230 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine 9.0 kg,Turbo drum, jet spray plus and smart closing door,Smart diagnosis and smart filter,Warranty: 2 years on product; 10 years on motor",1.00,"Turbo Drum ,Jet Spray + ,Smart Diagnosis ,Smart Closing Door ","LG 9.0 kg Fully-Automatic Top Loading Washing Machine (T1077TEEL1, Free Silver)",31990.00,3,"Brand,LG,Model,T1077TEEL1,Capacity,9 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top load washing machine: Affordable with great wash quality, Easy to use,Capacity 6.2 Kg : Suitable for bachelors & couples,Manufacturer Warranty: 2 years on product and 10 years on motor*T&C,780 rpm: Higher spin speeds helps in faster drying,Wash Programs: Normal, Pre Wash+Normal, Gentle (Wool/Saree), Quick Wash, Strong (Jeans), Tub Clean/Aqua reserve, Favorite,Also included in the box: 1 Washing Machine, 1 Anti Rat cover, 1 Owner’s manual, OT Hose,Drain Hose,QRG,Detergent Powder(200gm Packet),Spl. Feature: Smart Inverter Technology: an energy saving technology and it’s revolutionary water proof motor doesn't corrode and is the most durable one in its league | TurboDrum | Tub Clean : To sterilize the inner and outer tub for preventing unpleasant smell of tub | Smart Cleaning | You can delay your washing with this program upto 3~18 hours | Child Lock | Smart Diagnosis | Punch+ 3 Pulsator | 3-Step Wash | Fuzzy Logic Control | Stainless Steel Inner Tub | Health + Filter | Cold Water inlet | Water level Selection 6 | Memory Backup | Auto Balance System | Window(Glass Type):Black Glass(Transperant) | Auto Restart| Standby Power Save",5.00,,"LG 6.2 kg Fully-Automatic Top Loading Washing Machine (T7288NDDL.ABWPEIL , ABWPEPL, Middle Free Silver)",,3.9,"Brand,LG,Model,T7288NDDL.ABWPEIL,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Middle Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Steel,Included Components,Machine, Hose, Owners Manual and Service Manual,Batteries Included,No,Batteries Required,No, , ",LG
